"Airbnbid","host_id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"4752249","12112004","Brooklyn","Bedford-Stuyvesant","40.68369","-73.92336","Private room","150","1","0","","null","1","365"
"4752659","24525377","Manhattan","East Village","40.72513","-73.98064","Private room","125","1","73","2018-08-25","1.51","1","154"
"4753639","24530713","Manhattan","Harlem","40.82332","-73.95471","Private room","90","2","16","2019-04-30","0.3","3","235"
"4753866","24530713","Manhattan","Harlem","40.82501","-73.95373","Private room","125","1","4","2015-11-27","0.08","3","365"
"4753918","3709510","Brooklyn","Bushwick","40.69258","-73.92528","Private room","125","2","0","","null","3","280"
"4756297","840590","Manhattan","Gramercy","40.73348","-73.98562","Entire home/apt","199","2","3","2019-06-30","0.07","1","19"
"4756551","4031913","Brooklyn","Prospect-Lefferts Gardens","40.65701","-73.96055","Private room","89","2","139","2019-06-18","2.53","1","94"
"4756578","24544724","Brooklyn","Williamsburg","40.71383","-73.96289","Entire home/apt","298","3","16","2019-06-23","0.39","1","4"
"4759361","15055041","Manhattan","Washington Heights","40.83779","-73.94328","Private room","70","2","248","2019-07-05","4.65","1","12"
"4759680","11045893","Brooklyn","Red Hook","40.67915","-74.00707","Private room","63","25","10","2019-05-31","0.2","1","290"
"4759906","15310997","Manhattan","Upper East Side","40.78032","-73.95249","Entire home/apt","200","30","9","2019-03-04","0.21","9","332"
"4760076","7741110","Manhattan","Midtown","40.74245","-73.9845","Entire home/apt","220","4","149","2019-06-21","2.68","1","287"
"4760085","24561040","Brooklyn","Park Slope","40.67851","-73.97678","Private room","95","2","132","2019-06-23","2.7","3","265"
"4760107","16437254","Brooklyn","Boerum Hill","40.68902","-73.98632","Entire home/apt","127","30","7","2019-01-08","0.15","21","342"
"4766284","420111","Manhattan","East Harlem","40.79796","-73.93856","Private room","73","2","15","2019-06-29","0.33","2","250"
"4766618","16066343","Manhattan","East Harlem","40.78825","-73.94861","Private room","52","3","186","2019-06-16","3.39","2","49"
"4767748","24597265","Queens","Ditmars Steinway","40.77206","-73.91124","Entire home/apt","107","7","105","2019-07-02","2.07","8","261"
"4772857","24597265","Queens","Ditmars Steinway","40.77075","-73.91018","Private room","49","7","4","2019-04-01","0.1","8","309"
"4772987","24597265","Queens","Ditmars Steinway","40.77183","-73.90973","Private room","50","6","17","2019-06-02","0.34","8","365"
"4774041","22565253","Brooklyn","Bay Ridge","40.6342","-74.02337","Entire home/apt","129","5","48","2019-06-15","0.87","4","91"
"4774496","24517455","Manhattan","Upper East Side","40.77792","-73.9539","Entire home/apt","185","1","121","2019-06-17","2.19","1","337"
"4774924","6465286","Brooklyn","Williamsburg","40.71217","-73.96367","Private room","100","2","32","2018-10-07","0.55","2","74"
"4775547","4601412","Brooklyn","Bushwick","40.69437","-73.92607","Private room","90","5","107","2018-04-13","2.03","2","133"
"4776045","8873293","Brooklyn","Bedford-Stuyvesant","40.68897","-73.95477","Private room","65","2","8","2019-01-05","0.15","2","175"
"4776065","12300501","Manhattan","Hell's Kitchen","40.75984","-73.99214","Private room","49","1","102","2019-06-11","1.84","1","1"
"4776107","24631934","Manhattan","East Village","40.72781","-73.97646","Entire home/apt","400","3","42","2016-09-21","0.77","1","363"
"4777236","3295012","Queens","Rego Park","40.72018","-73.86322","Private room","70","1","28","2019-06-22","0.61","1","325"
"4777903","1581845","Manhattan","Tribeca","40.71883","-74.00357","Entire home/apt","2400","1","2","2016-10-19","0.05","1","365"
"4781700","24655252","Manhattan","Hell's Kitchen","40.7637","-73.98985","Private room","65","17","24","2019-06-03","0.45","1","86"
"4782569","5071632","Brooklyn","Borough Park","40.61959","-73.97857","Entire home/apt","81","3","47","2019-03-28","1.06","1","287"
"4783057","24660443","Brooklyn","Bushwick","40.69504","-73.92709","Entire home/apt","100","4","123","2019-06-08","2.48","1","184"
"4783437","186888","Brooklyn","Williamsburg","40.70936","-73.94109","Private room","75","3","125","2019-07-03","3.26","1","134"
"4783809","177846","Brooklyn","Fort Greene","40.68916","-73.977","Entire home/apt","175","4","27","2019-06-22","0.49","2","11"
"4786675","23852000","Brooklyn","Williamsburg","40.71975","-73.96285","Entire home/apt","148","30","16","2019-04-19","0.37","1","195"
"4787201","7365719","Brooklyn","Bedford-Stuyvesant","40.67958","-73.94581","Entire home/apt","150","5","12","2018-08-19","0.24","1","9"
"4787527","9767363","Manhattan","East Harlem","40.79637","-73.93371","Private room","59","2","151","2019-07-02","2.75","1","308"
"4790969","2052361","Brooklyn","Prospect-Lefferts Gardens","40.65627","-73.95936","Private room","50","3","50","2019-06-20","0.92","3","98"
"4792342","6328283","Manhattan","Harlem","40.82291","-73.94171","Entire home/apt","105","2","49","2019-06-30","0.9","1","193"
"4792430","13343955","Brooklyn","Clinton Hill","40.68451","-73.96461","Private room","75","2","6","2019-05-23","0.2","1","133"
"4792529","57101","Queens","Rockaway Beach","40.58822","-73.81299","Entire home/apt","130","1","186","2019-06-23","3.35","1","292"
"4792705","3471761","Brooklyn","Bedford-Stuyvesant","40.68811","-73.92398","Entire home/apt","149","2","145","2019-07-02","2.62","2","305"
"4794512","7503643","Brooklyn","Greenpoint","40.72545","-73.94039","Entire home/apt","149","30","2","2018-08-15","0.06","52","358"
"4795390","16151285","Bronx","Williamsbridge","40.88016","-73.84923","Private room","43","28","15","2019-05-31","0.3","4","336"
"4795485","24712268","Brooklyn","Gowanus","40.66845","-73.99181","Entire home/apt","145","5","11","2019-06-16","0.24","1","40"
"4795857","8902883","Manhattan","Washington Heights","40.83729","-73.94372","Entire home/apt","85","30","10","2019-06-30","0.28","1","147"
"4796070","24715671","Manhattan","Midtown","40.74439","-73.98329","Entire home/apt","275","30","39","2018-09-29","0.72","4","365"
"4796255","810311","Brooklyn","Crown Heights","40.66596","-73.9549","Private room","100","3","3","2018-10-08","0.08","1","89"
"4798723","23982388","Manhattan","Midtown","40.75235","-73.96781","Entire home/apt","105","30","2","2015-08-11","0.04","5","315"
"4799839","5999440","Manhattan","Hell's Kitchen","40.75511","-73.99247","Private room","175","2","188","2019-07-03","4.01","1","203"
"4800921","1559494","Brooklyn","Williamsburg","40.71262","-73.95026","Entire home/apt","600","2","20","2019-06-23","3.3","1","283"
"4801661","9864136","Manhattan","Kips Bay","40.74156","-73.97968","Private room","95","30","37","2016-12-01","0.68","26","365"
"4803750","932245","Manhattan","Harlem","40.82775","-73.94313","Entire home/apt","80","2","22","2019-05-27","0.48","1","87"
"4807244","24761711","Brooklyn","Windsor Terrace","40.64865","-73.97947","Entire home/apt","195","2","186","2019-06-30","3.55","2","230"
"4808065","23982388","Manhattan","Midtown","40.75244","-73.96619","Entire home/apt","125","30","5","2017-04-15","0.1","5","331"
"4808239","23982388","Manhattan","Midtown","40.75248","-73.96695","Entire home/apt","95","30","3","2016-03-15","0.06","5","318"
"4808505","24765924","Queens","East Elmhurst","40.76313","-73.88368","Private room","50","1","55","2019-07-07","1.21","1","332"
"4808745","23982388","Manhattan","Midtown","40.75427","-73.96689","Entire home/apt","85","30","2","2019-05-08","0.05","5","83"
"4809346","24766218","Brooklyn","Clinton Hill","40.68917","-73.96545","Private room","80","14","2","2015-08-16","0.04","1","335"
"4813140","22643930","Brooklyn","Bushwick","40.69711","-73.93373","Entire home/apt","320","3","125","2019-06-23","3.42","1","269"
"4813342","23982388","Manhattan","Hell's Kitchen","40.76497","-73.98854","Entire home/apt","95","30","4","2018-06-11","0.11","5","337"
"4813781","24792241","Manhattan","Upper West Side","40.7915","-73.96697","Private room","85","3","6","2019-05-31","0.15","1","193"
"4813832","13486673","Brooklyn","Prospect Heights","40.67904","-73.97289","Private room","79","13","8","2019-03-13","0.19","3","24"
"4814810","24796602","Brooklyn","Crown Heights","40.67234","-73.92721","Private room","54","2","50","2019-06-05","2.26","4","302"
"4815848","3211","Queens","Long Island City","40.76308","-73.92843","Private room","90","4","21","2018-10-06","0.41","1","89"
"4815886","7351","Brooklyn","South Slope","40.66442","-73.99047","Entire home/apt","254","2","8","2019-06-16","0.23","3","365"
"4820897","177846","Brooklyn","Fort Greene","40.68864","-73.97669","Private room","85","5","47","2019-05-06","0.85","2","9"
"4821331","24827643","Brooklyn","Cobble Hill","40.68617","-73.99632","Entire home/apt","275","10","1","2016-05-06","0.03","1","1"
"4822181","23772724","Manhattan","Upper East Side","40.77427","-73.95325","Entire home/apt","99","30","8","2019-04-23","0.28","15","270"
"4823105","24835471","Manhattan","Washington Heights","40.84359","-73.94134","Private room","40","3","23","2019-06-29","0.43","1","70"
"4823386","16514175","Queens","Elmhurst","40.74632","-73.88681","Entire home/apt","165","2","58","2019-06-14","2.1","5","163"
"4823529","6677425","Manhattan","Upper West Side","40.79584","-73.96381","Shared room","35","2","134","2019-05-23","2.48","2","66"
"4823910","10503302","Manhattan","Upper West Side","40.79228","-73.97414","Entire home/apt","117","14","0","","null","1","15"
"4824310","7402258","Brooklyn","Williamsburg","40.7091","-73.94279","Entire home/apt","100","3","18","2019-05-29","0.33","1","3"
"4824361","1445060","Brooklyn","Williamsburg","40.70777","-73.94816","Private room","150","4","3","2018-11-09","0.21","1","362"
"4824521","24842701","Manhattan","Upper East Side","40.77493","-73.95874","Entire home/apt","169","3","130","2019-07-01","2.36","1","274"
"4828336","7552191","Brooklyn","Bedford-Stuyvesant","40.68515","-73.91981","Entire home/apt","130","14","33","2019-06-30","0.72","1","105"
"4830494","2489199","Manhattan","Harlem","40.82376","-73.94492","Entire home/apt","99","25","16","2019-07-01","0.3","1","157"
"4830799","3677131","Brooklyn","Red Hook","40.67627","-74.00625","Private room","99","1","58","2019-06-14","1.15","1","88"
"4831795","323771","Manhattan","Nolita","40.72351","-73.99627","Entire home/apt","100","3","0","","null","1","13"
"4832126","6707311","Brooklyn","Williamsburg","40.71895","-73.95604","Private room","73","2","39","2019-06-13","0.71","1","260"
"4833671","20038668","Manhattan","Harlem","40.82899","-73.95024","Private room","80","1","9","2019-06-30","0.19","1","364"
"4836986","24895956","Manhattan","East Harlem","40.78712","-73.95365","Private room","80","1","39","2017-06-16","0.91","1","189"
"4837865","19636200","Manhattan","Upper West Side","40.77692","-73.97977","Private room","85","1","34","2019-07-02","0.71","1","8"
"4838271","1304390","Brooklyn","Bushwick","40.70037","-73.92821","Private room","85","4","2","2018-07-02","0.07","1","364"
"4838540","10600973","Manhattan","East Harlem","40.79113","-73.94792","Private room","65","5","7","2018-05-14","0.22","1","80"
"4842112","7065271","Manhattan","East Village","40.72551","-73.98542","Entire home/apt","260","10","4","2018-08-31","0.08","1","31"
"4845237","12485770","Manhattan","East Village","40.72829","-73.98072","Entire home/apt","110","30","8","2018-08-14","0.18","9","280"
"4846449","6486116","Manhattan","East Harlem","40.78804","-73.94906","Private room","81","1","142","2019-06-01","2.81","4","223"
"4846754","6885157","Brooklyn","Bedford-Stuyvesant","40.68266","-73.95032","Entire home/apt","60","1","23","2019-07-05","1.99","15","83"
"4847312","24941494","Brooklyn","Clinton Hill","40.68924","-73.96453","Private room","175","3","0","","null","1","83"
"4848528","1475015","Manhattan","Hell's Kitchen","40.76719","-73.98533","Entire home/apt","97","30","6","2017-08-09","0.12","52","365"
"4853011","24967136","Brooklyn","Bedford-Stuyvesant","40.6804","-73.93183","Entire home/apt","105","7","53","2018-10-28","1.12","2","77"
"4853365","414477","Brooklyn","Crown Heights","40.6776","-73.94918","Entire home/apt","70","2","15","2019-03-24","0.27","1","18"
"4853647","6162041","Queens","Ozone Park","40.68559","-73.8496","Entire home/apt","99","2","129","2019-06-30","2.33","1","344"
"4855004","12220","Manhattan","Upper West Side","40.77904","-73.98899","Private room","90","1","24","2019-05-18","0.46","3","341"
"4856857","14747290","Brooklyn","Bushwick","40.70583","-73.91658","Private room","65","10","4","2018-07-13","0.27","1","349"
"4859903","15398647","Manhattan","Upper West Side","40.7838","-73.97266","Entire home/apt","255","2","47","2019-06-08","0.92","1","352"
"4860430","25002053","Manhattan","Upper West Side","40.78866","-73.96908","Private room","90","2","157","2019-06-23","2.95","1","85"
"4860650","25001808","Brooklyn","South Slope","40.66003","-73.98567","Entire home/apt","150","3","73","2019-06-18","1.34","1","120"
"4860876","2503221","Brooklyn","Williamsburg","40.72104","-73.96034","Entire home/apt","295","2","75","2019-06-17","1.5","1","339"
"4863176","25015010","Manhattan","Inwood","40.86648","-73.92754","Entire home/apt","75","1","5","2016-09-01","0.11","1","31"
"4863419","25017014","Brooklyn","Bedford-Stuyvesant","40.68662","-73.9479","Entire home/apt","188","2","23","2019-07-02","3.47","1","75"
"4865454","5650180","Queens","Elmhurst","40.74513","-73.8825","Private room","45","3","12","2019-04-28","0.37","2","201"
"4866426","2346300","Brooklyn","Boerum Hill","40.68983","-73.99114","Private room","80","1","168","2019-06-30","3.11","1","272"
"4866620","1292274","Manhattan","Upper East Side","40.78343","-73.94764","Private room","94","1","51","2019-06-11","0.93","2","88"
"4866867","1113080","Brooklyn","Sunset Park","40.64605","-74.00338","Private room","70","22","16","2019-06-02","0.29","3","173"
"4867016","1968327","Brooklyn","Bedford-Stuyvesant","40.69268","-73.95575","Private room","70","2","6","2019-05-20","0.12","1","365"
"4867504","10387090","Brooklyn","Bedford-Stuyvesant","40.6815","-73.91267","Private room","42","30","3","2016-01-02","0.05","5","348"
"4868150","3336995","Manhattan","Hell's Kitchen","40.76736","-73.98383","Entire home/apt","180","2","8","2017-09-24","0.15","1","10"
"4869988","1509237","Manhattan","East Harlem","40.7951","-73.94716","Private room","105","2","88","2019-05-27","2.03","2","266"
"4870239","25052740","Brooklyn","Bedford-Stuyvesant","40.69627","-73.94371","Entire home/apt","100","5","9","2018-11-24","0.17","3","262"
"4873690","4712698","Queens","Long Island City","40.74282","-73.94994","Private room","82","2","116","2019-05-25","2.1","1","58"
"4877884","25093848","Brooklyn","Bedford-Stuyvesant","40.68175","-73.9153","Entire home/apt","145","3","209","2019-06-18","3.79","1","219"
"4880277","18254644","Manhattan","Lower East Side","40.71951","-73.98449","Entire home/apt","100","5","131","2019-01-01","2.4","1","108"
"4880542","66276","Brooklyn","Williamsburg","40.7077","-73.94785","Entire home/apt","190","6","8","2019-01-02","0.16","1","5"
"4880985","25110559","Manhattan","Upper West Side","40.77669","-73.97696","Entire home/apt","125","31","1","2015-04-01","0.02","1","41"
"4881017","23439479","Manhattan","Inwood","40.86494","-73.92672","Entire home/apt","300","4","3","2018-10-08","0.06","2","316"
"4881420","25112856","Manhattan","West Village","40.73933","-74.00313","Entire home/apt","159","4","40","2019-06-24","0.83","1","267"
"4885595","25134822","Queens","Astoria","40.77029","-73.92493","Entire home/apt","99","1","38","2019-06-28","0.74","2","263"
"4885673","24943630","Manhattan","Greenwich Village","40.73222","-73.9969","Private room","120","4","19","2019-07-05","0.35","1","339"
"4885975","21817218","Manhattan","Midtown","40.75163","-73.9722","Private room","90","7","27","2018-08-09","0.5","1","35"
"4887250","1705071","Queens","Long Island City","40.74741","-73.94712","Private room","95","1","141","2019-06-24","2.77","2","331"
"4887473","24982697","Brooklyn","Sunset Park","40.64132","-74.01767","Private room","65","30","11","2019-04-12","0.2","2","312"
"4887638","25145883","Queens","Sunnyside","40.74461","-73.91514","Private room","40","2","2","2019-06-29","2","1","5"
"4889948","17928071","Brooklyn","Williamsburg","40.71009","-73.9575","Private room","85","3","23","2019-04-01","0.42","2","280"
"4897673","14035846","Queens","Sunnyside","40.74383","-73.92077","Private room","50","15","2","2018-08-12","0.17","1","341"
"4900034","14289427","Manhattan","Chinatown","40.71579","-73.99253","Private room","120","5","8","2018-11-21","0.15","3","318"
"4902143","557918","Queens","Sunnyside","40.74628","-73.9196","Entire home/apt","119","6","15","2019-03-09","0.46","1","1"
"4902497","25237492","Manhattan","Upper East Side","40.76067","-73.9602","Entire home/apt","165","30","11","2018-03-31","0.21","34","274"
"4904582","25249481","Bronx","Mount Hope","40.85062","-73.90251","Private room","40","14","5","2017-06-17","0.13","1","322"
"4905118","25237492","Manhattan","Upper West Side","40.78286","-73.98339","Entire home/apt","265","30","14","2018-11-04","0.26","34","274"
"4905248","25237492","Manhattan","Upper West Side","40.78141","-73.98445","Entire home/apt","130","30","12","2019-04-18","0.23","34","292"
"4905337","13772270","Brooklyn","Kensington","40.6461","-73.97332","Entire home/apt","85","2","3","2017-05-10","0.08","1","351"
"4906823","25263341","Brooklyn","Crown Heights","40.66412","-73.95591","Private room","70","15","1","2015-12-31","0.02","1","314"
"4907369","25037051","Brooklyn","Crown Heights","40.66915","-73.95339","Private room","46","1","8","2017-08-28","0.15","2","333"
"4907861","25268900","Brooklyn","Bushwick","40.70083","-73.91679","Entire home/apt","126","3","98","2019-06-13","1.95","1","180"
"4908078","25242899","Brooklyn","Sunset Park","40.65616","-74.00091","Private room","88","4","42","2019-07-01","0.82","1","261"
"4908331","25266756","Manhattan","Harlem","40.80739","-73.95159","Entire home/apt","150","5","14","2019-06-20","0.26","1","66"
"4908978","23772724","Manhattan","Hell's Kitchen","40.76102","-73.98882","Entire home/apt","380","30","5","2017-04-18","0.11","15","332"
"4909080","25276263","Brooklyn","Boerum Hill","40.6881","-73.98699","Entire home/apt","500","6","29","2016-09-02","0.53","1","89"
"4916323","4422415","Manhattan","Upper East Side","40.77716","-73.94779","Entire home/apt","250","2","11","2019-04-26","0.21","2","358"
"4916340","81335","Manhattan","Upper West Side","40.78334","-73.97452","Entire home/apt","125","1","171","2019-07-03","4.63","3","121"
"4917122","4445005","Brooklyn","Williamsburg","40.71281","-73.9657","Entire home/apt","200","2","3","2018-08-30","0.1","1","16"
"4918117","1633246","Brooklyn","Bedford-Stuyvesant","40.68679","-73.92327","Private room","65","2","9","2015-05-20","0.17","4","280"
"4921548","25237492","Manhattan","Upper West Side","40.7813","-73.98319","Entire home/apt","205","30","20","2018-12-27","0.38","34","274"
"4925050","23069182","Brooklyn","Fort Greene","40.68346","-73.97214","Private room","100","1","55","2019-06-23","4.16","1","342"
"4925368","331579","Brooklyn","Bedford-Stuyvesant","40.68744","-73.92322","Private room","60","3","29","2019-06-04","0.6","2","232"
"4926610","7537442","Manhattan","East Harlem","40.80315","-73.94017","Private room","50","7","25","2019-06-28","0.5","1","151"
"4927853","331579","Brooklyn","Bedford-Stuyvesant","40.68939","-73.92331","Private room","50","3","32","2019-06-23","0.72","2","329"
"4928303","23533897","Brooklyn","Crown Heights","40.67419","-73.95251","Private room","68","1","91","2019-06-17","1.78","7","329"
"4929917","25003560","Manhattan","Harlem","40.81405","-73.95285","Entire home/apt","125","1","31","2018-09-03","0.57","1","188"
"4930683","25399747","Brooklyn","Bedford-Stuyvesant","40.68168","-73.9368","Entire home/apt","100","3","91","2019-01-01","2","1","160"
"4932075","5037211","Brooklyn","Greenpoint","40.72023","-73.9479","Private room","118","3","1","2015-09-29","0.02","2","188"
"4933043","864735","Queens","Astoria","40.75782","-73.92128","Entire home/apt","107","30","15","2018-12-04","0.29","8","311"
"4936023","8183266","Manhattan","Midtown","40.75462","-73.96869","Entire home/apt","99","2","168","2019-06-16","3.1","1","46"
"4936254","22087408","Manhattan","Lower East Side","40.71763","-73.98359","Entire home/apt","150","1","17","2019-07-07","0.36","3","264"
"4936694","2439175","Brooklyn","Bedford-Stuyvesant","40.69147","-73.94113","Private room","65","4","180","2019-06-17","3.37","1","6"
"4937135","25439443","Manhattan","Harlem","40.81831","-73.93833","Entire home/apt","85","30","5","2017-07-31","0.11","1","7"
"4942200","519554","Manhattan","Lower East Side","40.72007","-73.98775","Private room","59","3","36","2019-06-18","0.8","5","349"
"4942523","25473311","Queens","Sunnyside","40.73835","-73.92636","Private room","70","7","56","2019-01-01","1.18","2","90"
"4947515","1556712","Brooklyn","Greenpoint","40.73208","-73.95653","Entire home/apt","190","3","32","2019-06-04","0.6","1","265"
"4948928","914838","Manhattan","Hell's Kitchen","40.76537","-73.99438","Entire home/apt","80","20","5","2017-01-17","0.15","7","346"
"4950357","8253604","Manhattan","Harlem","40.81561","-73.95264","Private room","89","1","203","2019-06-28","3.89","2","162"
"4950807","25517905","Manhattan","Upper West Side","40.79751","-73.96168","Private room","123","3","176","2019-06-21","3.39","3","253"
"4952989","25379501","Brooklyn","Crown Heights","40.66585","-73.94993","Private room","62","1","44","2019-06-23","1.26","1","77"
"4956469","25537637","Queens","Bayside","40.7583","-73.77232","Entire home/apt","80","2","123","2019-07-05","4.69","1","108"
"4956896","8951256","Manhattan","Lower East Side","40.71316","-73.9916","Entire home/apt","180","3","38","2019-06-07","0.81","1","36"
"4957358","90860","Brooklyn","Bedford-Stuyvesant","40.68306","-73.93141","Entire home/apt","145","2","222","2019-06-26","4.15","4","109"
"4958223","25517905","Manhattan","Upper West Side","40.7962","-73.96156","Private room","99","1","277","2019-06-23","5.44","3","294"
"4961949","1649951","Manhattan","Lower East Side","40.72091","-73.98475","Entire home/apt","300","3","57","2019-06-23","1.12","1","168"
"4963215","7245581","Manhattan","East Village","40.72251","-73.97677","Entire home/apt","87","100","5","2019-01-02","0.1","19","7"
"4963237","310670","Bronx","Eastchester","40.87829","-73.83471","Entire home/apt","155","2","11","2019-05-19","0.29","13","348"
"4963511","310670","Bronx","Eastchester","40.88017","-73.83484","Entire home/apt","250","1","15","2019-06-02","1.08","13","357"
"4966559","25602663","Queens","Long Island City","40.75202","-73.93588","Shared room","65","4","1","2018-10-16","0.11","2","1"
"4968633","248490","Brooklyn","Bedford-Stuyvesant","40.68045","-73.93796","Entire home/apt","95","3","51","2019-07-02","1.19","2","194"
"4968798","23345098","Queens","East Elmhurst","40.75703","-73.87667","Private room","45","7","30","2019-04-14","0.56","1","115"
"4970846","9271872","Manhattan","Hell's Kitchen","40.76543","-73.99154","Private room","100","4","117","2019-06-28","2.44","2","162"
"4973520","12342828","Manhattan","East Harlem","40.79399","-73.94255","Private room","84","4","99","2019-06-28","2.06","2","11"
"4974843","25641892","Staten Island","West Brighton","40.63182","-74.124","Entire home/apt","70","2","196","2019-06-21","3.63","1","231"
"4976848","519554","Manhattan","Lower East Side","40.71904","-73.98962","Private room","69","2","80","2019-06-24","1.49","5","331"
"4976919","373019","Brooklyn","Williamsburg","40.71189","-73.94632","Private room","62","30","3","2015-09-29","0.06","1","319"
"4978214","3737351","Brooklyn","Canarsie","40.64027","-73.91751","Private room","45","4","33","2019-06-11","0.66","1","323"
"4978241","271527","Manhattan","Harlem","40.81007","-73.94007","Entire home/apt","170","3","52","2019-06-24","1","2","316"
"4978607","2316247","Manhattan","Upper West Side","40.78124","-73.98475","Entire home/apt","150","7","10","2016-10-08","0.18","1","68"
"4982699","25686141","Queens","Ozone Park","40.67924","-73.84771","Entire home/apt","99","3","66","2018-07-21","1.29","1","189"
"4983264","25688822","Manhattan","Harlem","40.79967","-73.95444","Private room","95","3","70","2019-06-30","1.38","1","117"
"4984951","23570473","Brooklyn","Crown Heights","40.6726","-73.95364","Private room","79","1","37","2019-05-27","0.72","3","339"
"4987238","17985595","Manhattan","Greenwich Village","40.73189","-73.9947","Entire home/apt","375","14","26","2018-12-18","0.59","1","147"
"4987355","23929877","Manhattan","East Harlem","40.7912","-73.94318","Entire home/apt","120","5","23","2019-06-18","1.25","1","151"
"4987929","25715117","Queens","Astoria","40.76357","-73.92829","Private room","100","5","46","2019-06-14","0.91","1","338"
"4988556","12342828","Manhattan","East Harlem","40.79492","-73.94087","Private room","84","4","79","2019-06-29","2.06","2","8"
"4988687","25720293","Manhattan","Chelsea","40.74481","-74.00148","Entire home/apt","549","4","17","2017-12-20","0.33","3","6"
"4989295","637688","Brooklyn","Prospect Heights","40.67347","-73.96544","Entire home/apt","230","7","12","2018-12-26","0.24","1","5"
"4991895","10635169","Brooklyn","Crown Heights","40.67067","-73.95693","Private room","70","1","49","2019-07-02","4.45","1","47"
"4993422","25744379","Queens","Astoria","40.76958","-73.92223","Entire home/apt","72","3","36","2019-06-28","0.71","1","10"
"4994266","24620881","Manhattan","Midtown","40.75765","-73.96466","Entire home/apt","135","1","168","2019-06-21","3.21","1","287"
"4995739","25757883","Brooklyn","Bushwick","40.70213","-73.91472","Private room","49","1","43","2018-11-19","0.82","1","25"
"4996027","45384","Brooklyn","Williamsburg","40.70971","-73.96561","Entire home/apt","240","14","20","2019-06-20","0.43","1","238"
"4996877","317718","Brooklyn","Greenpoint","40.72514","-73.95392","Entire home/apt","380","4","0","","null","1","177"
"4998025","25773982","Manhattan","Upper East Side","40.77569","-73.95721","Entire home/apt","150","1","9","2019-05-13","0.24","2","364"
"4998221","25774748","Queens","Flushing","40.76435","-73.83211","Private room","89","1","3","2019-05-19","0.06","2","365"
"4998294","25773982","Manhattan","Upper East Side","40.77595","-73.95573","Private room","100","3","28","2019-05-22","0.55","2","364"
"5003266","19918657","Queens","College Point","40.78631","-73.83923","Private room","50","5","5","2019-03-28","0.47","1","310"
"5004463","25807709","Brooklyn","Midwood","40.6216","-73.95315","Private room","60","10","27","2019-07-05","0.5","1","322"
"5006113","6095946","Manhattan","SoHo","40.72177","-74.00356","Entire home/apt","760","14","1","2017-08-19","0.04","1","292"
"5006114","4830078","Brooklyn","Williamsburg","40.70853","-73.95368","Private room","85","3","15","2019-06-14","0.57","1","82"
"5010368","25840204","Manhattan","Upper East Side","40.77546","-73.95165","Entire home/apt","150","3","75","2019-04-27","1.44","1","234"
"5010729","7847292","Manhattan","Upper East Side","40.77537","-73.95029","Entire home/apt","169","4","147","2019-06-23","2.76","1","310"
"5011693","8834234","Manhattan","Harlem","40.81419","-73.95033","Entire home/apt","85","2","25","2019-06-09","0.52","1","58"
"5013302","10207681","Manhattan","Tribeca","40.71732","-74.00981","Entire home/apt","350","3","13","2019-05-16","0.36","1","69"
"5013556","1387175","Brooklyn","Crown Heights","40.67279","-73.96033","Entire home/apt","148","7","56","2019-06-14","1.05","1","44"
"5015281","25870353","Manhattan","Gramercy","40.73661","-73.98706","Entire home/apt","1000","7","0","","null","1","365"
"5020687","10366837","Queens","Flushing","40.75784","-73.83181","Entire home/apt","72","2","94","2019-07-01","3.4","3","102"
"5020842","17770322","Brooklyn","Carroll Gardens","40.68138","-73.9926","Private room","125","1","8","2019-07-07","0.16","1","191"
"5021376","17638424","Queens","Elmhurst","40.74602","-73.87338","Private room","34","1","95","2019-07-02","2.37","8","175"
"5028264","25881276","Manhattan","Upper West Side","40.7921","-73.97918","Entire home/apt","125","21","45","2019-05-27","0.86","2","176"
"5028478","3116461","Brooklyn","East Flatbush","40.65308","-73.95109","Entire home/apt","100","2","67","2019-06-14","1.27","1","153"
"5029202","14362471","Manhattan","East Harlem","40.79641","-73.94847","Entire home/apt","229","30","6","2019-02-14","0.12","1","61"
"5029204","3646549","Brooklyn","Williamsburg","40.71735","-73.94465","Private room","100","2","49","2019-06-15","0.9","1","149"
"5029703","25318403","Brooklyn","Williamsburg","40.71281","-73.95796","Entire home/apt","225","3","87","2019-07-05","1.63","3","275"
"5031178","21721684","Brooklyn","Bushwick","40.68594","-73.90653","Entire home/apt","174","3","198","2019-06-09","3.7","2","269"
"5033691","25237492","Manhattan","Upper West Side","40.78147","-73.98315","Entire home/apt","250","30","13","2019-06-15","0.25","34","304"
"5034136","25237492","Manhattan","Upper West Side","40.78215","-73.98349","Entire home/apt","105","30","15","2019-04-19","0.31","34","285"
"5036261","15929586","Queens","Ditmars Steinway","40.77645","-73.90566","Private room","40","3","95","2019-05-20","1.75","1","336"
"5036659","25999700","Brooklyn","Crown Heights","40.67615","-73.95776","Private room","50","14","43","2019-06-22","0.8","1","313"
"5037654","26005018","Manhattan","Roosevelt Island","40.76193","-73.94942","Private room","65","3","43","2019-05-28","0.81","1","35"
"5037892","6228539","Manhattan","Harlem","40.80535","-73.95407","Private room","75","30","1","2019-05-03","0.45","2","330"
